"url","discovery_source","status","final_url","content_type","title","meta_description","h1","word_count","index_directive","canonical","sitemap_member","click_depth","inlinks","outlinks","schema_types","image_alt_issues","template_type","redirect_chain","evidence_level","observed_utc","notes"
"https://www.brothertours.com/free-tour-term-of-service/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/free-tour-term-of-service/","text/html; charset=UTF-8","Free Tour - Term of service","Review the terms of service for our free tours at Brother Tours. Understand your rights and responsibilities for a smooth travel experience!","","617","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/free-tour-term-of-service/","true","MISSING","1","14","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/highlight-tours/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/highlight-tours/","text/html; charset=UTF-8","Highlight Tours in Laos – Brother Tours","Join us for highlight tours in Laos! Discover breathtaking landscapes, rich culture, and unique adventures that will make your trip truly memorable","Highlight Tours in Laos: Exploring the Jewel of Southeast Asia","1141","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/highlight-tours/","true","MISSING","1","14","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/ken-fj-her-authentic-laos-southeast-asia-journeys-hosted/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/ken-fj-her-authentic-laos-southeast-asia-journeys-hosted/","text/html","Ken FJ Her | Founder of Brother Tours Laos | Authentic Southeast Asia Journeys","Meet Ken FJ Her, founder of Brother Tours Laos. Experience authentic cultural journeys hosted by Ken himself. Travel deeper with Laos","Ken FJ Her","1128","MISSING","https://www.brothertours.com/about-brother-tours-tour-operator-in-laos/","true","1","5","30","Person|Organization|BreadcrumbList|ListItem|PostalAddress","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/laos-tour-packages-from-usa/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/laos-tour-packages-from-usa/","text/html; charset=UTF-8","Best Laos Tour Packages from USA | Brother Tours","Custom Laos tour packages for US travelers. Flights, visas, private guides & seamless planning. Book your dream Laos trip from the USA with Brother Tours.","Laos Tour Packages from the USA for Bold Explorers","1374","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/laos-tour-packages-from-usa/","true","MISSING","1","6","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","12","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/laos-travel-guide/14-day-laos-itinerary/","https://www.brothertours.com/post-sitemap.xml","200","https://www.brothertours.com/laos-travel-guide/14-day-laos-itinerary/","text/html; charset=UTF-8","The Ultimate 14-Day Laos Itinerary for Cultural Travelers Brother Tours Laos","","The Ultimate 14-Day Laos Itinerary for Cultural Travelers","1275","MISSING","","true","MISSING","3","13","","1","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/lao-working-visa-la-b2-procedure-and-fee/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/lao-working-visa-la-b2-procedure-and-fee/","text/html","LA-B2 Visa Laos: Cost, Work Permit & Complete Process 2026 | Brother Tours","Complete guide to LA-B2 visa Laos & work permit. Costs, step-by-step process for Bangladeshi, business visa. Trusted Laos visa agency. Apply with Brother Tours.","LA-B2 Visa Laos – Complete Procedure, Cost & Work Permit Guide (2026)","1332","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","https://www.brothertours.com/lao-working-visa-la-b2-procedure-and-fee/","true","MISSING","1","30","TravelAgency|PostalAddress|Service|Country|Offer|BreadcrumbList|ListItem|Article|Organization|FAQPage|Question|Answer","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/leave-a-review/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/leave-a-review/","text/html; charset=UTF-8","Leave a Review for Brother Tours | Share Your Experience","Help others discover the joy of traveling with Brother Tours! Leave a review and let them know about your unforgettable experience. Your feedback matters.","We’d Love To Hear From You!","162","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/leave-a-review/","true","1","5","14","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/locations.kml","https://www.brothertours.com/local-sitemap.xml","200","https://www.brothertours.com/locations.kml","text/xml; charset=UTF-8","","","","10","MISSING","","true","MISSING","0","0","","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/mp-sustain-training-center/","https://www.brothertours.com/e-landing-page-sitemap.xml","200","https://www.brothertours.com/mp-sustain-training-center/","text/html; charset=UTF-8","MP Sustain Training center - Brother Tours Laos","Delivering real-world impact and creating sustainable solutions in the tourism industry through practical, fact-based services.","MP Sustainable Training Center","698","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/mp-sustain-training-center/","true","MISSING","1","25","","3","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/new-page-ken/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/new-page-ken/","text/html; charset=UTF-8","Brother Tours Landing Page - Brother Tours Laos","","","10","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/new-page-ken/","true","MISSING","0","0","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/one-day-trips/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/one-day-trips/","text/html; charset=UTF-8","Best One Day Trips in Laos | Brother Tours","Discover the best one day trips in Laos—Vientiane, Luang Prabang & Vang Vieng day tours. Book authentic, guided day trips near you with Brother Tours.","","993","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/one-day-trips/","true","MISSING","1","29","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article|Service","5","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/our-team/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/our-team/","text/html; charset=UTF-8","Meet the Expert Laos Tour Guides & Travel Specialists | Brother Tours Team","Meet the expert Laos tour guides and travel specialists at Brother Tours. Our dedicated team offers personalized travel experiences, showcasing the hidden gems and authentic culture of Laos. Discover why we are the leading Destination Management Company (DMC) in Laos.","","210","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/our-team/","true","MISSING","1","20","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","5","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/personnel/ammie-thao-her/","https://www.brothertours.com/personnel-sitemap.xml","200","https://www.brothertours.com/personnel/ammie-thao-her/","text/html; charset=UTF-8","Ammie Thao Her - Brother Tours Laos","","","262","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/ammie-thao-her/","true","MISSING","2","15","","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/personnel/julie-virasak/","https://www.brothertours.com/personnel-sitemap.xml","200","https://www.brothertours.com/personnel/julie-virasak/","text/html; charset=UTF-8","Julie Virasak - Brother Tours Laos","","","257","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/julie-virasak/","true","MISSING","2","15","","1","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/personnel/ken/","https://www.brothertours.com/personnel-sitemap.xml","200","https://www.brothertours.com/personnel/ken/","text/html; charset=UTF-8","Ken FJ Her - Brother Tours Laos","","","371","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/ken/","true","MISSING","2","15","","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/personnel/michael-neng-thao/","https://www.brothertours.com/personnel-sitemap.xml","200","https://www.brothertours.com/personnel/michael-neng-thao/","text/html; charset=UTF-8","Michael Thao - Brother Tours Laos","","","338","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/michael-neng-thao/","true","MISSING","2","15","","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/personnel/miss-aping-souliseum/","https://www.brothertours.com/personnel-sitemap.xml","200","https://www.brothertours.com/personnel/miss-aping-souliseum/","text/html; charset=UTF-8","Miss Aping Souliseum - Brother Tours Laos","Outside of guiding, I enjoy learning more about Laos history, trekking, cycling, and exploring new places. Lets's start with Miss Aping Souliseum!","","495","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/miss-aping-souliseum/","true","MISSING","2","15","","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/personnel/sak/","https://www.brothertours.com/personnel-sitemap.xml","200","https://www.brothertours.com/personnel/sak/","text/html; charset=UTF-8","Sak - Brother Tours Laos","","","282","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/sak/","true","MISSING","2","15","","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/popular-travel-experiences/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/popular-travel-experiences/","text/html; charset=UTF-8","Popular Travel experiences in Laos - Brother Tours Laos","Laos, a hidden gem in Southeast Asia, offers travelers a mix of adventure, culture, and natural beauty. Here are some of the most popular travel experiences in this enchanting country.","","429","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/popular-travel-experiences/","true","MISSING","1","23","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/portfolio/inceptos-bibendum-sem/","https://www.brothertours.com/portfolio-sitemap.xml","200","https://www.brothertours.com/portfolio/inceptos-bibendum-sem/","text/html; charset=UTF-8","Inceptos Bibm Sem - Brother Tours Laos","Cras justo odio, dapibus ac facilisis in, egestas eget quam. Nulla vitae elit libero, a pharetra augue. Morbi leo risus, porta ac consectetur ac, vestibulum","","165","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/portfolio/inceptos-bibendum-sem/","true","MISSING","1","14","","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/privacy-policy/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/privacy-policy/","text/html; charset=UTF-8","Privacy Policy | Brother Tours - Your Trusted Travel Partner","Learn how Brother Tours Privacy Policy collects, uses, and protects your personal information. Explore our commitment to data security, privacy rights.","Privacy Policy","649","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/privacy-policy/","true","1","5","14","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/request-to-join-this-founder-led-tour/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/request-to-join-this-founder-led-tour/","text/html; charset=UTF-8","Request to Join This Founder-Led Tour - Brother Tours Laos","","","183","follow, index, …3717 tokens truncated…"https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","text/html; charset=UTF-8","Easy 6 Day Laos Trip: Vientiane, Vang Vieng, Konglor Cave","6-Day Laos Wonder Escape with Brother Tours. Explore the breathtaking Konglor Cave, the vibrant city of Vientiane, and the natural beauty of Vang Vieng.","6-Day Laos Wonder Escape, Konglor cave, Vientiane and Vangvieng","1115","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","true","1","5","23","Product|Offer","6","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/7-day-cultural-homestay-discovery-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/7-day-cultural-homestay-discovery-adventure/","text/html; charset=UTF-8","7 Day Cultural Homestay Discovery Adventure","7-day Cultural Homestay Discovery Adventure in Laos! Immerse yourself in local traditions, enjoy authentic experiences, and explore breathtaking landscapes.","7 Day Cultural Homestay Discovery Adventure","1098","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/7-day-cultural-homestay-discovery-adventure/","true","1","3","25","Product|Offer","4","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/7-day-laos-tribal-experience-adventure-hike-luang-namtha/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/7-day-laos-tribal-experience-adventure-hike-luang-namtha/","text/html; charset=UTF-8","7 Day Laos Tribal Experience Adventure Hike Luang Namtha","Explore the heart of Northern Laos on a 7-day trekking adventure! Hike through Luang Namtha's jungles, stay in local tribal villages with Brother Tours.","7 Day Laos Tribal Experience Adventure Hike Luang Namtha","1180","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/7-day-laos-tribal-experience-adventure-hike-luang-namtha/","true","MISSING","1","24","Product|Offer","7","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/7-day-mekong-explorer-with-cultural/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/7-day-mekong-explorer-with-cultural/","text/html; charset=UTF-8","7 Day Mekong Explorer with Cultural Immersion and Homestay","Explore the 7 Day Mekong Explorer with local culture, village visits, and a real homestay experience. Enjoy food, traditions, and daily life up close.","7 Day Mekong Explorer with Cultural Immersion and Homestay","1170","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/7-day-mekong-explorer-with-cultural/","true","6","2","27","Product|Offer","7","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/8-day-lao-forest-tribe-trek-and-cultural-highlights-tour/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/8-day-lao-forest-tribe-trek-and-cultural-highlights-tour/","text/html; charset=UTF-8","8 Day Lao Forest Tribe Trek and Cultural Highlights Tour","Go deep into the 8 Day Lao Forest Tribe Trek! Meet local tribes, explore ancient temples, and see stunning nature with Brother Tours. Book your adventure today!","8 Day Lao Forest Tribe Trek and Cultural Highlights Tour","1059","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/8-day-lao-forest-tribe-trek-and-cultural-highlights-tour/","true","5","2","29","Product|Offer","11","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/cultural-learning-adventure-5d-4n/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/cultural-learning-adventure-5d-4n/","text/html; charset=UTF-8","Cultural Learning Adventure: A 5-Day & 4-Night Journey of Discovery","Discover the rich cultural heritage with this immersive 5-day, 4-night adventure. Perfect for explorers eager to dive into history, art, and tradition.","Cultural Learning Adventure – 5D & 4N","1185","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/cultural-learning-adventure-5d-4n/","true","MISSING","2","21","Product|Offer","1","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/enchanting-laos-5-day-and-4-night/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/enchanting-laos-5-day-and-4-night/","text/html; charset=UTF-8","Enchanting Laos 5-Day Tour: Luang Prabang & Nongkhiaw Adventure","Explore the best of Enchanting Laos on this 5-day tour! Visit cultural sites in Luang Prabang, swim in Kuang Si Waterfalls, and enjoy a peaceful boat ride in Nongkhiaw.","Enchanting Laos 5 Day and 4 Night Luang Prabang and Nongkhiaw","1357","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/enchanting-laos-5-day-and-4-night/","true","2","4","25","Product|Offer","9","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/essence-of-luang-prabang-in-2-days/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/essence-of-luang-prabang-in-2-days/","text/html; charset=UTF-8","Essence of Luang Prabang in 2 Days - Brother Tours Laos","If you’re looking to experience the heart and soul of Luang Prabang in a short time, the Essence of Luang Prabang in 2 Days tour is the perfect way to immerse","Essence of Luang Prabang in 2 Days","1441","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/essence-of-luang-prabang-in-2-days/","true","2","5","23","Product|Offer","3","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/founder-hosted-laos-cultural-tours/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/founder-hosted-laos-cultural-tours/","text/html; charset=UTF-8","Laos Cultural Tour | 15-Day Founder Hosted Journey","Explore a Laos cultural tour with Ken FJ Her. Experience a 15-day founder-hosted journey through authentic villages, traditions, and hidden places.","Founder-Hosted Laos & Southeast Asia Cultural Tour | 15-Day Cultural Journey","1268","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/founder-hosted-laos-cultural-tours/","true","1","7","23","Product|Offer","7","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/gibbon-experience-laos-adventure-tour/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/gibbon-experience-laos-adventure-tour/","text/html; charset=UTF-8","9-Day Gibbon Experience Laos – Jungle & Culture Adventure","Zipline through jungles, cruise the Mekong & explore heritage sites on this 9-day Gibbon Experience Laos. Perfect for couples, thrill-seekers & cultural explorers.","9 Day | 8 Night Gibbon Experience Adventure: Explore Laos’ Wild and Cultural Wonders","1200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/gibbon-experience-laos-adventure-tour/","true","1","7","23","Product|Offer","4","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/half-day-lao-language-experience/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/half-day-lao-language-experience/","text/html; charset=UTF-8","Half-Day Lao Language Experience - Brother Tours Laos","","Half-Day Lao Language Experience","778","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/half-day-lao-language-experience/","true","2","5","18","Product|Offer","1","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/lao-expedition-4-week-of-adventure-and-cultural-discovery/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/lao-expedition-4-week-of-adventure-and-cultural-discovery/","text/html; charset=UTF-8","Lao Expedition: 4 Weeks of Thrilling Adventure and Cultural Discovery","4-week Lao expedition, experiencing adventure, cultural immersion, and natural beauty throughout Laos.","Lao Expedition: 4 weeks of Adventure and Cultural Discovery","985","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-expedition-4-week-of-adventure-and-cultural-discovery/","true","1","4","29","Product|Offer","4","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/lao-explorer-a-week-of-adventure-and-culture/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/lao-explorer-a-week-of-adventure-and-culture/","text/html; charset=UTF-8","Lao Explorer: A Week of Thrilling Adventure and Rich Cultural Experiences","Discover Laos in a week with a journey blending adventure, natural wonders, and cultural immersion through key destinations.","Lao Explorer: A Week of Adventure and Culture","1137","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-explorer-a-week-of-adventure-and-culture/","true","4","4","22","Product|Offer","1","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/lao-immersion-two-weeks-of-adventure-and-cultural-exchange/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/lao-immersion-two-weeks-of-adventure-and-cultural-exchange/","text/html; charset=UTF-8","Lao Immersion: Two Weeks of Adventure and Cultural Exchange","Dive into a 2-week Lao journey, blending thrilling adventures and cultural exchanges, with stops at temples, waterfalls, and mountain villages.","Lao Immersion: Two Weeks of Adventure and Cultural Exchange","1310","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-immersion-two-weeks-of-adventure-and-cultural-exchange/","true","1","6","26","Product|Offer","3","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/lao-odyssey-three-weeks-of-learning-and-exploration/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/lao-odyssey-three-weeks-of-learning-and-exploration/","text/html; charset=UTF-8","Lao Odyssey: Three Weeks of Learning and Exploration","three-week Lao odyssey, diving into rich culture, scenic landscapes, and local traditions through immersive learning and exploration.","Lao Odyssey: Three Weeks of Learning and Exploration","911","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-odyssey-three-weeks-of-learning-and-exploration/","true","1","6","24","Product|Offer","0","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/laos-family-adventure-tour/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/laos-family-adventure-tour/","text/html; charset=UTF-8","Laos Family Adventure Tour – 8-Day Nature & Culture Trip","Discover Laos on a family adventure tour! Explore waterfalls, elephants, culture & more in this 8-day tour crafted for kids, parents & all generations.","Laos Family Adventure: 8-Day Nature, Culture & Wildlife Tour for All Ages","1175","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/laos-family-adventure-tour/","true","7","5","25","Product|Offer","4","tour","","E2","2026-08-11T00:57:42Z",""
