"old_url","discovery_source","current_status","indexability","current_canonical","gsc_clicks","ga4_sessions","conversions","backlinks","new_url","action","reason","evidence_level","redirect_code","final_canonical","internal_links_updated","sitemap_action","owner","approval_state","qa_state","notes"
"https://www.brothertours.com/category/travel-blog/","https://www.brothertours.com/category-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/category/travel-blog/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/central-laos/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/contact/","https://www.brothertours.com/page-sitemap.xml","200","MISSING","https://www.brothertours.com/contact/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/create-your-own-laos-tour-package/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/destinations/","homepage/internal-link reconnaissance","301","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/explore-laos-authentically-with-brother-tours/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/explore-laos-authentically-with-brother-tours/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/founder-hosted-signature-journeys/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/free-tour-term-of-service/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/free-tour-term-of-service/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/get-your-personal-tour-guide/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/highlight-tours/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/highlight-tours/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/honeymoon-packages/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/ken-fj-her-authentic-laos-southeast-asia-journeys-hosted/","https://www.brothertours.com/page-sitemap.xml","200","MISSING","https://www.brothertours.com/about-brother-tours-tour-operator-in-laos/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/laos-private-driver/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/laos-signature-tours/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/laos-tour-guide/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/laos-tour-packages-from-usa/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/laos-tour-packages-from-usa/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/laos-travel-guide/14-day-laos-itinerary/","https://www.brothertours.com/post-sitemap.xml","200","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/laos-visa-service/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/lao-working-visa-la-b2-procedure-and-fee/","https://www.brothertours.com/page-sitemap.xml","200","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","https://www.brothertours.com/lao-working-visa-la-b2-procedure-and-fee/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/lcr-e-ticket-guide/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/leave-a-review/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/leave-a-review/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/locations.kml","https://www.brothertours.com/local-sitemap.xml","200","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/mp-sustain-training-center/","https://www.brothertours.com/e-landing-page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/mp-sustain-training-center/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/new-page-ken/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/new-page-ken/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/northern-laos/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/one-day-tour/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/one-day-trips/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/one-day-trips/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/our-team/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/our-team/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/personnel/ammie-thao-her/","https://www.brothertours.com/personnel-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/ammie-thao-her/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo",…4784 tokens truncated…d-konglor-cave-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/4-day-vientiane-highlights-and-konglor-cave-adventure/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/5-day-4-night-southern-laos-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/5-day-4-night-southern-laos-adventure/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/6-day-authentic-laos-dive-deep-into-local-life-and-hidden-gems/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/6-day-authentic-laos-dive-deep-into-local-life-and-hidden-gems/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/7-day-cultural-homestay-discovery-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/7-day-cultural-homestay-discovery-adventure/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/7-day-laos-tribal-experience-adventure-hike-luang-namtha/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/7-day-laos-tribal-experience-adventure-hike-luang-namtha/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/7-day-mekong-explorer-with-cultural/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/7-day-mekong-explorer-with-cultural/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/7-day-mekong-explorer-with-cultural-immersion-and-homestay/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/tour/8-day-lao-forest-tribe-trek-and-cultural-highlights-tour/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/8-day-lao-forest-tribe-trek-and-cultural-highlights-tour/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/cultural-learning-adventure-5d-4n/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/cultural-learning-adventure-5d-4n/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/enchanting-laos-5-day-and-4-night/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/enchanting-laos-5-day-and-4-night/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/essence-of-luang-prabang-in-2-days/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/essence-of-luang-prabang-in-2-days/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/founder-hosted-laos-cultural-tours/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/founder-hosted-laos-cultural-tours/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/founder-led-southeast-asia-laos-tour-package/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/tour/gibbon-experience-laos-adventure-tour/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/gibbon-experience-laos-adventure-tour/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/half-day-lao-language-experience/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/half-day-lao-language-experience/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/lao-expedition-4-week-of-adventure-and-cultural-discovery/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-expedition-4-week-of-adventure-and-cultural-discovery/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/lao-explorer-a-week-of-adventure-and-culture/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-explorer-a-week-of-adventure-and-culture/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/lao-immersion-two-weeks-of-adventure-and-cultural-exchange/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-immersion-two-weeks-of-adventure-and-cultural-exchange/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/lao-odyssey-three-weeks-of-learning-and-exploration/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/lao-odyssey-three-weeks-of-learning-and-exploration/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/laos-family-adventure-tour/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/laos-family-adventure-tour/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/laos-highlight-weekend-escape/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/laos-highlight-weekend-escape/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/laos-weekend-escape-heritage-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/laos-weekend-escape-heritage-adventure/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/mekong-tour/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
